Fecha;Hora;Temperatura;Humedad (%);Humedad del suelo (%);Porcenaje de agua;Estado bomba
18/8/2022;13:45:55;20.5;77.4;11.62;64.52;0
18/8/2022;13:46:06;20.5;77.4;10.64;64.52;0
18/8/2022;13:46:16;20.5;77.3;10.25;64.52;1
18/8/2022;13:46:21;20.5;77.3;25.88;59.18;0
18/8/2022;13:46:26;20.5;77.2;25.49;59.99;0
18/8/2022;13:46:31;20.5;77.2;25.49;59.17;0
18/8/2022;13:46:36;20.5;77.2;25.68;59.15;0
18/8/2022;13:46:41;20.5;77.2;26.95;59.15;0
18/8/2022;13:46:46;20.5;77.2;25.59;59.6;0
18/8/2022;13:46:51;20.5;77.3;25;59.56;0
18/8/2022;13:46:56;20.5;77.3;25.39;59.41;0
18/8/2022;13:47:01;20.5;77.3;25.29;59.05;0
18/8/2022;13:47:06;20.5;77.2;25;59.6;0
18/8/2022;13:47:11;20.5;77.2;25.49;59.47;0
18/8/2022;13:47:16;20.5;77.2;24.71;59.46;0
18/8/2022;13:47:21;20.5;77.2;25;59.87;0
18/8/2022;13:47:26;20.5;77.2;24.8;59.93;0
18/8/2022;13:47:31;20.5;77.1;25;59.62;0
18/8/2022;13:47:36;20.5;77.1;24.8;59.43;0
18/8/2022;13:47:41;20.6;77.5;25.29;59.51;0
18/8/2022;13:47:46;20.6;77.7;24.8;59.53;0
18/8/2022;13:47:51;20.5;77.7;23.24;59.58;0
18/8/2022;13:47:56;20.5;77.6;23.44;59.71;0
18/8/2022;13:48:01;20.6;77.6;23.63;59.51;0
18/8/2022;13:48:06;20.6;77.6;23.44;59.83;0
18/8/2022;13:48:11;20.6;77.5;23.14;59.59;0
18/8/2022;13:48:16;20.6;77.5;23.44;59.25;0
18/8/2022;13:48:21;20.5;77.4;23.63;59.57;0
18/8/2022;13:48:26;20.5;77.4;23.54;59.86;0
18/8/2022;13:48:31;20.5;77.3;23.34;59.28;0
18/8/2022;13:48:36;20.6;77.4;23.44;59.14;0
18/8/2022;13:48:41;20.5;77.3;23.63;59.73;0
18/8/2022;13:48:46;20.6;77.3;23.24;59.41;0
18/8/2022;13:48:51;20.5;77.3;23.14;59.5;0
18/8/2022;13:48:56;20.5;77.2;23.83;59.45;0
18/8/2022;13:49:01;20.6;77.2;23.54;59.59;0
18/8/2022;13:49:06;20.6;77.2;23.83;59.82;0
18/8/2022;13:49:11;20.6;77.2;23.24;59.64;0
18/8/2022;13:49:16;20.5;77.2;23.05;59.62;0
18/8/2022;13:49:21;20.5;77.2;23.54;59.52;0
18/8/2022;13:49:26;20.5;77.2;23.54;59.65;0
18/8/2022;13:49:31;20.6;77.2;23.63;59.65;0
18/8/2022;13:49:36;20.5;77.2;23.73;59.59;0
18/8/2022;13:49:42;20.5;77.2;23.63;59.11;0
18/8/2022;13:49:48;20.5;77.2;23.73;59.11;0
18/8/2022;13:49:53;20.5;77.2;23.73;59.18;0
18/8/2022;13:49:58;20.5;77.2;23.63;59.69;0
18/8/2022;13:50:03;20.5;77.2;22.66;59.3;0
18/8/2022;13:50:18;20.5;77.1;11.13;59.7;1
18/8/2022;13:50:23;20.5;77.2;62.4;56.44;0
18/8/2022;13:50:28;20.5;77.3;62.21;56.61;0
18/8/2022;13:50:33;20.5;77.3;61.52;56.07;0
18/8/2022;13:50:38;20.5;77.2;61.72;55.42;0
18/8/2022;13:50:43;20.5;77.2;62.11;55.35;0
18/8/2022;13:50:48;20.5;77.2;61.52;55.52;0
18/8/2022;13:50:53;20.5;77.2;62.11;55.76;0
18/8/2022;13:50:58;20.5;77.2;61.62;55.62;0
18/8/2022;13:51:03;20.5;77.2;62.21;55.79;0
18/8/2022;13:51:08;20.5;77.3;63.18;55.75;0
18/8/2022;13:51:13;20.5;77.3;62.3;55.7;0
18/8/2022;13:51:18;20.5;77.2;62.3;55.75;0
18/8/2022;13:51:23;20.5;77.2;61.62;55.83;0
18/8/2022;13:51:28;20.5;77.3;62.3;56.13;0
18/8/2022;13:51:33;20.5;77.2;61.72;56.24;0
18/8/2022;13:51:38;20.5;77.3;62.21;55.53;0
18/8/2022;13:51:43;20.5;77.2;61.72;55.92;0
18/8/2022;13:51:48;20.5;77.2;62.01;55.69;0
18/8/2022;13:51:53;20.5;77.3;62.01;56.17;0
18/8/2022;13:51:58;20.5;77.2;61.91;55.57;0
18/8/2022;13:52:03;20.5;77.3;61.23;55.46;0
18/8/2022;13:52:08;20.5;77.2;61.52;55.99;0
18/8/2022;13:52:13;20.5;77.3;61.72;55.43;0
18/8/2022;13:52:18;20.5;77.2;61.33;55.52;0
18/8/2022;13:52:23;20.5;77.3;61.33;55.62;0
18/8/2022;13:52:28;20.5;77.3;60.94;55.46;0
18/8/2022;13:52:33;20.5;77.3;60.94;55.47;0
18/8/2022;13:52:38;20.5;77.3;61.62;55.46;0
18/8/2022;13:52:43;20.5;77.3;61.33;56.09;0
18/8/2022;13:52:48;20.5;77.3;60.84;56.04;0
18/8/2022;13:52:53;20.5;77.3;61.33;55.87;0
18/8/2022;13:52:58;20.5;77.3;60.84;55.44;0
18/8/2022;13:53:03;20.5;77.3;61.23;55.42;0
18/8/2022;13:53:08;20.5;77.3;61.52;55.89;0
18/8/2022;13:53:13;20.5;77.3;60.84;55.93;0
18/8/2022;13:53:18;20.5;77.3;60.84;55.66;0
18/8/2022;13:53:23;20.5;77.3;60.84;55.59;0
18/8/2022;13:53:28;20.5;77.3;60.74;56.12;0
18/8/2022;13:53:33;20.5;77.3;61.33;55.98;0
18/8/2022;13:53:38;20.5;77.3;61.23;55.98;0
18/8/2022;13:53:43;20.5;77.3;61.72;55.59;0
18/8/2022;13:53:48;20.5;77.3;60.64;55.38;0
18/8/2022;13:53:53;20.5;77.3;61.13;55.72;0
18/8/2022;13:53:58;20.5;77.3;60.94;55.9;0
18/8/2022;13:54:03;20.5;77.3;61.23;55.86;0
18/8/2022;13:54:08;20.5;77.3;61.04;55.82;0
18/8/2022;13:54:13;20.5;77.3;60.55;55.44;0
18/8/2022;13:54:18;20.5;77.3;60.64;55.96;0
18/8/2022;13:54:23;20.5;77.3;60.55;55.65;0
18/8/2022;13:54:28;20.5;77.3;60.55;55.91;0
18/8/2022;13:54:33;20.5;77.3;60.94;55.47;0
18/8/2022;13:54:38;20.5;77.3;60.74;55.98;0
18/8/2022;13:54:43;20.5;77.4;60.45;55.97;0
18/8/2022;13:54:48;20.5;77.4;61.13;55.77;0
18/8/2022;13:54:53;20.5;77.4;60.45;55.54;0
18/8/2022;13:54:58;20.5;77.3;60.84;55.37;0
18/8/2022;13:55:03;20.5;77.3;60.84;55.87;0
18/8/2022;13:55:08;20.5;77.3;60.35;55.42;0
18/8/2022;13:55:13;20.5;77.3;60.16;56.17;0
18/8/2022;13:55:18;20.5;77.3;60.74;55.72;0
18/8/2022;13:55:23;20.5;77.4;60.06;55.43;0
18/8/2022;13:55:28;20.5;77.4;60.64;55.43;0
18/8/2022;13:55:33;20.5;77.4;60.16;55.56;0
18/8/2022;13:55:38;20.5;77.4;60.64;55.73;0
18/8/2022;13:55:43;20.5;77.5;60.16;55.58;0
18/8/2022;13:55:48;20.5;77.4;59.86;55.45;0
18/8/2022;13:55:53;20.5;77.4;59.96;56.22;0
18/8/2022;13:55:58;20.5;77.4;60.45;55.58;0
18/8/2022;13:56:03;20.5;77.4;59.77;55.59;0
18/8/2022;13:56:08;20.5;77.5;60.16;55.55;0
18/8/2022;13:56:13;20.5;77.5;60.64;55.75;0
18/8/2022;13:56:18;20.5;77.5;59.86;55.67;0
18/8/2022;13:56:23;20.5;77.5;59.77;55.64;0
18/8/2022;13:56:28;20.5;77.5;59.96;56.09;0
18/8/2022;13:56:33;20.5;77.5;60.45;55.8;0
18/8/2022;13:56:38;20.5;77.5;60.06;55.47;0
18/8/2022;13:56:43;20.5;77.5;59.86;55.59;0
18/8/2022;13:56:48;20.5;77.5;59.77;55.58;0
18/8/2022;13:56:53;20.5;77.5;59.67;55.68;0
18/8/2022;13:56:58;20.5;77.5;60.35;55.61;0
18/8/2022;13:57:03;20.5;77.5;59.67;55.84;0
18/8/2022;13:57:08;20.5;77.5;60.35;56.25;0
18/8/2022;13:57:13;20.5;77.5;59.67;55.71;0
19/8/2022;11:18:31;22.4;77.5;59.67;56.22;0
19/8/2022;11:18:36;22.4;77.3;59.47;56.11;0
19/8/2022;11:18:41;22.4;77.1;60.06;55.7;0
19/8/2022;11:18:46;22.4;77;59.47;55.61;0
19/8/2022;11:18:51;22.4;77;59.57;55.79;0
19/8/2022;11:18:56;22.4;76.9;60.35;55.38;0
19/8/2022;11:19:01;22.4;76.8;59.38;55.75;0
19/8/2022;11:19:06;22.4;76.8;59.28;55.52;0
19/8/2022;11:19:11;22.4;76.8;59.47;55.78;0
19/8/2022;11:19:16;22.4;76.7;59.38;55.72;0
19/8/2022;11:19:21;22.4;76.6;59.28;55.61;0
19/8/2022;11:19:26;22.4;76.6;58.3;55.69;0
19/8/2022;11:19:31;22.4;76.5;59.77;55.73;0
19/8/2022;11:19:36;22.3;76.4;59.28;55.99;0
19/8/2022;11:19:41;22.4;76.4;59.18;55.65;0
19/8/2022;11:19:46;22.3;76.3;58.98;55.74;0
19/8/2022;11:19:51;22.3;76.2;58.98;55.7;0
19/8/2022;11:19:56;22.3;76.3;58.98;55.53;0
19/8/2022;11:20:01;22.3;76.3;59.28;55.64;0
19/8/2022;11:20:06;22.3;76.5;59.57;55.75;0
19/8/2022;11:20:11;22.3;76.5;59.18;55.73;0
19/8/2022;11:20:16;22.3;76.5;59.67;55.69;0
19/8/2022;11:20:21;22.3;76.6;58.79;55.84;0
19/8/2022;11:20:26;22.3;76.6;58.98;55.7;0
19/8/2022;11:20:31;22.3;76.6;58.89;55.62;0
19/8/2022;11:20:36;22.3;76.6;58.89;55.79;0
19/8/2022;11:20:41;22.3;76.6;58.89;55.9;0
19/8/2022;11:20:46;22.3;76.7;58.98;55.67;0
19/8/2022;11:20:51;22.3;76.7;58.69;55.56;0
19/8/2022;11:20:56;22.3;76.7;58.79;55.71;0
19/8/2022;11:21:01;22.3;76.8;58.79;55.81;0
19/8/2022;11:21:06;22.3;76.9;59.28;55.53;0
19/8/2022;11:21:11;22.3;76.9;59.57;55.94;0
19/8/2022;11:21:16;22.2;77;58.69;55.69;0
19/8/2022;11:21:21;22.2;77;59.38;55.65;0
19/8/2022;11:21:26;22.3;77.2;58.59;55.85;0
19/8/2022;11:21:31;22.2;77.1;58.69;55.77;0
19/8/2022;11:21:36;22.3;77.2;59.18;55.83;0
19/8/2022;11:21:41;22.3;77.2;58.59;55.57;0
19/8/2022;11:21:46;22.3;77.3;58.5;55.81;0
19/8/2022;11:21:51;22.2;77.3;58.5;56.22;0
19/8/2022;11:21:56;22.3;77.4;58.5;55.9;0
19/8/2022;11:22:01;22.3;77.5;58.98;56.2;0
19/8/2022;11:22:06;22.2;77.4;58.98;55.75;0
19/8/2022;11:22:11;22.2;77.4;58.4;56.11;0
19/8/2022;11:22:16;22.3;77.6;58.4;56.39;0
19/8/2022;11:22:21;22.3;77.6;58.4;56.12;0
19/8/2022;11:22:26;22.3;77.7;58.4;56.26;0
19/8/2022;11:22:31;22.3;77.7;58.3;56.05;0
19/8/2022;11:22:36;22.3;77.7;58.4;56.12;0
19/8/2022;11:22:41;22.3;77.7;59.18;56.14;0
19/8/2022;11:22:46;22.3;77.7;58.01;55.97;0
19/8/2022;11:22:51;22.3;77.8;58.69;56.59;0
19/8/2022;11:22:56;22.3;77.8;58.69;56.09;0
19/8/2022;11:23:01;22.3;77.8;58.11;56.11;0
19/8/2022;11:23:06;22.3;77.8;58.11;56.25;0
19/8/2022;11:23:11;22.3;77.7;58.11;56.32;0
19/8/2022;11:23:16;22.3;77.7;58.2;56.22;0
19/8/2022;11:23:21;22.3;77.7;58.3;56.69;0
19/8/2022;11:23:26;22.3;77.8;58.2;57.18;0
19/8/2022;11:23:31;22.3;77.8;58.69;56.42;0
19/8/2022;11:23:36;22.3;77.8;58.2;56.37;0
19/8/2022;11:23:41;22.3;77.8;58.11;56.81;0
19/8/2022;11:23:46;22.3;77.8;58.69;56.55;0
19/8/2022;11:23:51;22.3;77.8;57.52;56.05;0
19/8/2022;11:23:56;22.3;77.8;58.2;55.96;0
19/8/2022;11:24:01;22.3;77.8;58.69;56.25;0
19/8/2022;11:24:06;22.3;77.9;58.01;56.02;0
19/8/2022;11:24:12;22.3;77.9;58.01;56.37;0
19/8/2022;11:24:16;22.3;77.9;58.01;55.97;0
19/8/2022;11:24:21;22.4;78;58.4;56.45;0
19/8/2022;11:24:27;22.3;77.9;58.01;56.31;0
19/8/2022;11:24:31;22.3;77.9;58.5;56.72;0
19/8/2022;11:24:37;22.3;77.9;57.81;56.43;0
19/8/2022;11:24:42;22.3;78;57.81;55.98;0
19/8/2022;11:24:46;22.3;78;58.4;56.45;0
19/8/2022;11:24:52;22.3;78;57.81;56.75;0
19/8/2022;11:24:57;22.3;78;57.81;56.02;0
19/8/2022;11:25:01;22.3;77.9;58.11;56.29;0
19/8/2022;11:25:07;22.3;78;58.4;56.68;0
19/8/2022;11:25:12;22.3;78;57.71;56.35;0
19/8/2022;11:25:17;22.3;78;57.71;56.67;0
19/8/2022;11:25:22;22.3;78;57.62;56.49;0
19/8/2022;11:25:27;22.3;78;57.32;56.55;0
19/8/2022;11:25:32;22.3;78;57.62;56.63;0
19/8/2022;11:25:37;22.4;78.1;57.71;56.7;0
19/8/2022;11:25:42;22.4;78.1;58.01;56.53;0
19/8/2022;11:25:47;22.3;78.1;57.52;57.04;0
19/8/2022;11:25:52;22.3;78.1;57.52;56.75;0
19/8/2022;11:25:57;22.4;78.2;57.62;55.97;0
19/8/2022;11:26:02;22.3;78.1;58.01;56.33;0
19/8/2022;11:26:07;22.3;78.1;57.42;56.22;0
19/8/2022;11:26:12;22.4;78.1;57.52;56.44;0
19/8/2022;11:26:17;22.3;78.1;58.11;56.13;0
19/8/2022;11:26:22;22.4;78.1;58.11;56.27;0
19/8/2022;11:26:27;22.4;78.1;57.42;57.12;0
19/8/2022;11:26:32;22.4;78.1;57.42;56.23;0
19/8/2022;11:26:37;22.4;78.2;57.42;56.5;0
19/8/2022;11:26:42;22.4;78.2;57.42;56.78;0
19/8/2022;11:26:47;22.4;78.2;57.42;56.68;0
19/8/2022;11:26:52;22.4;78.2;57.42;56.17;0
19/8/2022;11:26:57;22.4;78.2;57.32;56.77;0
19/8/2022;11:27:02;22.4;78.2;57.32;56.65;0
19/8/2022;11:27:07;22.4;78.2;57.42;56.8;0
19/8/2022;11:27:12;22.4;78.2;57.32;56.85;0
19/8/2022;11:27:17;22.4;78.3;57.81;56.55;0
19/8/2022;11:27:22;22.4;78.3;57.62;56.77;0
19/8/2022;11:27:27;22.4;78.3;57.23;56.8;0
19/8/2022;11:27:32;22.4;78.3;57.23;56.33;0
19/8/2022;11:27:37;22.4;78.3;57.23;56.62;0
19/8/2022;11:27:42;22.4;78.3;57.03;56.53;0
19/8/2022;11:27:47;22.4;78.3;57.71;55.88;0
19/8/2022;11:27:52;22.4;78.3;57.23;56.13;0
19/8/2022;11:27:57;22.4;78.3;57.23;56.9;0
19/8/2022;11:28:02;22.4;78.3;57.32;57.04;0
19/8/2022;11:28:07;22.4;78.3;57.62;56.18;0
19/8/2022;11:28:12;22.4;78.3;57.13;56.08;0
19/8/2022;11:28:17;22.4;78.4;57.13;56.44;0
19/8/2022;11:28:22;22.4;78.4;57.71;56.79;0
19/8/2022;11:28:27;22.4;78.4;57.23;56.59;0
19/8/2022;11:28:32;22.4;78.4;57.13;56.4;0
19/8/2022;11:28:37;22.4;78.4;57.13;56.72;0
19/8/2022;11:28:42;22.4;78.4;57.23;56.84;0
19/8/2022;11:28:47;22.4;78.4;57.03;56.72;0
19/8/2022;11:28:52;22.4;78.4;57.03;57.04;0
19/8/2022;11:28:57;22.4;78.4;57.42;56.89;0
19/8/2022;11:29:02;22.4;78.4;57.32;56.78;0
19/8/2022;11:29:07;22.4;78.4;57.03;56.62;0
19/8/2022;11:29:12;22.4;78.4;57.03;56.92;0
19/8/2022;11:29:17;22.4;78.4;57.03;56.61;0
19/8/2022;11:29:22;22.4;78.5;57.03;56.39;0
19/8/2022;11:29:27;22.4;78.5;57.03;56.51;0
19/8/2022;11:29:32;22.4;78.5;57.03;56.23;0
19/8/2022;11:29:37;22.4;78.5;57.52;56.6;0
19/8/2022;11:29:42;22.4;78.5;56.93;56.04;0
19/8/2022;11:29:47;22.4;78.5;56.84;56.33;0
19/8/2022;11:29:52;22.4;78.5;56.93;56.43;0
19/8/2022;11:29:57;22.4;78.5;56.93;55.85;0
19/8/2022;11:30:02;22.4;78.5;56.93;56.69;0
19/8/2022;11:30:07;22.4;78.5;56.84;56.59;0
19/8/2022;11:30:12;22.4;78.5;56.93;56.61;0
20/8/2022;15:52:22;18.5;78.6;56.93;56.24;0
20/8/2022;15:52:27;18.5;78.6;56.54;57.03;0
20/8/2022;15:52:32;18.5;78.6;56.45;56.95;0
20/8/2022;15:52:37;18.5;78.6;57.13;56.91;0
20/8/2022;15:52:42;18.5;78.6;56.45;56.4;0
20/8/2022;15:52:47;18.5;78.5;56.45;56.78;0
20/8/2022;15:52:52;18.5;78.5;57.03;56.77;0
20/8/2022;15:52:57;18.5;78.5;56.54;56.78;0
20/8/2022;15:53:02;18.5;78.5;56.45;56.64;0
20/8/2022;15:53:07;18.6;78.6;56.54;56.35;0
20/8/2022;15:53:16;18.5;78.5;57.13;56.23;1
20/8/2022;15:53:21;18.5;78.5;57.23;56.49;0
20/8/2022;15:53:26;18.5;78.5;62.99;56.17;0
20/8/2022;15:53:31;18.5;78.5;61.82;56.41;0
20/8/2022;15:53:36;18.5;78.5;62.21;56.78;0
20/8/2022;15:53:41;18.5;78.5;61.04;56.85;0
20/8/2022;15:53:46;18.5;78.5;61.62;56.42;0
20/8/2022;15:53:51;18.5;78.5;61.33;56.1;0
20/8/2022;15:53:56;18.5;78.5;61.13;56.38;0
20/8/2022;15:54:01;18.5;78.5;61.23;56.42;0
20/8/2022;15:54:06;18.5;78.5;61.13;56.19;0
20/8/2022;15:54:11;18.5;78.5;60.35;56.3;0
20/8/2022;15:54:16;18.5;78.5;60.45;56.79;0
20/8/2022;15:54:21;18.5;78.5;60.64;56.94;0
20/8/2022;15:54:26;18.5;78.5;60.16;56.65;0
20/8/2022;15:54:31;18.5;78.5;60.06;57.04;0
20/8/2022;15:54:36;18.6;78.5;60.16;56.34;0
20/8/2022;15:54:41;18.5;78.4;60.06;56.14;0
20/8/2022;15:54:46;18.5;78.4;60.06;56.07;0
20/8/2022;15:54:51;18.6;78.5;59.86;56.35;0
20/8/2022;15:54:56;18.6;78.5;59.86;57.32;0
20/8/2022;15:55:01;18.5;78.4;59.67;56.5;0
20/8/2022;15:55:06;18.5;78.4;59.28;56.4;0
20/8/2022;15:55:11;18.6;78.5;60.16;56.66;0
20/8/2022;15:55:16;18.6;78.5;61.33;57.27;0
20/8/2022;15:55:21;18.6;78.5;59.67;56.83;0
20/8/2022;15:55:26;18.6;78.4;59.28;56.71;0
20/8/2022;15:55:31;18.6;78.5;59.96;57.19;0
20/8/2022;15:55:36;18.5;78.4;59.38;56.94;0
20/8/2022;15:55:41;18.6;78.4;59.47;56.42;0
20/8/2022;15:55:46;18.6;78.5;59.57;56.38;0
20/8/2022;15:55:51;18.6;78.5;59.47;57;0
20/8/2022;15:55:56;18.6;78.5;59.77;56.66;0
20/8/2022;15:56:01;18.6;78.5;59.28;56.94;0
20/8/2022;15:56:06;18.6;78.5;59.47;56.65;0
20/8/2022;15:56:11;18.6;78.5;59.38;56.54;0
20/8/2022;15:56:16;18.6;78.5;59.28;56.68;0
20/8/2022;15:56:21;18.6;78.5;59.77;56.93;0
20/8/2022;15:56:26;18.6;78.5;58.89;56.75;0
20/8/2022;15:56:31;18.6;78.4;58.59;56.7;0
